agency.agencyEmail,agency.agencyId,agency.agencyName,agency.agencyPhone,agency.agencyTimezone,agency.agencyType,agency.agencyUrl,endStop,hasPaths,isValid,routeDepot,routeDepotList,routeId,routeLongName,routeShortName,routeType,skipCount,startStop
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,TAKI SCHOOL,True,Y,OTHER,['OTHER'],5846,AKRA  FATAK BUS TERMINUS - TAKI SCHOOL,241A:UP,3,0,AKRA  FATAK BUS TERMINUS
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,,['OTHER'],5989,PALASIPARA - ESPLANADE (VIA BETHUADAHARI ),E23:DN,3,0,PALASHIPARA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,HOWRAH,['HOWRAH'],11,JADAVPUR UNIVERSITY (8B BUS STAND) - HOWRAH STATION,E1:UP,3,0,JADAVPUR UNIVERSITY (8B BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,HOWRAH,['HOWRAH'],88,KAMARHATI - HOWRAH STATION,AC54:DN,3,0,KAMARHATI
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,HOWRAH STATION,True,Y,,['OTHER'],5752,AIRPORT (GATE NO.1) - HOWRAH STATION,NS10:DN,3,0,AIRPORT GATE NO 1 (AUTO STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,PAIKPARA,True,Y,PAIKPARA,['PAIKPARA'],344,PATULI - PAIKPARA,S2A:UP,3,0,PATULI
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BAKULTALA (HOWRAH),True,Y,OTHER,['OTHER'],5765,RUBY - B. GARDEN NEW GATE,K7:UP,3,0,RUBY
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,RAMGANGA BUS STOP,True,Y,,['OTHER'],6246,ESPLANADE - RAMGANGA,ST25:DN,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KUNDGHAT,True,Y,OTHER,['OTHER'],4781,SINTHI MORE - KUNDGHAT,AC17B:DN,3,0,SINTHI MORE
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,TOLLYGUNGE (METRO),True,Y,OTHER,['OTHER'],104,AIRPORT (GATE NO.1) - TOLLYGUNGE (METRO),C8A:UP,3,0,AIRPORT (GATE NO.1)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,PURULIA BUS STAND,True,Y,,['OTHER'],5958,KOLKATA - PURULIA (BANGLASHREE EXPRESS),BE12:UP,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,NEW BUS STAND BISHNUPUR (BANKURA),True,Y,OTHER,['OTHER'],6064,ESPLANADE - BISHNUPUR,E51:UP,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,ESPLANADE (WBTC BUS STAND),True,Y,OTHER,['OTHER'],4730,NILGUNGE BUS DEPOT - ESPLANADE (WBTC BUS STAND),S11:DN,3,0,NILGUNGE BUS DEPOT
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,KHIDDERPUR,['KHIDDERPUR'],5423,JOYRAMBATI - ESPLANADE (WBTC BUS STAND),E35:DN,3,0,JAYRAMBATI
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,OTHER,['OTHER'],5249,DUNLOP - HOWRAH STATION,S32A:DN,3,0,DUNLOP
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,JANAKALYAN,True,Y,,['OTHER'],6143,TOLLYGUNGE TRAM DEPOT - JANAKALYAN,M16:DN,3,0,TOLLYGUNGE WBTC TRAM DEPOT
,15,WBTC,,IST,PASSENGER_TRANSPORT,,MANDIRTALA,True,Y,,['OTHER'],6305,BAGBAZAR - NABANNA,EB1:DN,3,0,BAGBAZAR 
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ASANSOL (CHELIDANGA BUS STOP),True,Y,BELGACHIA,['BELGACHIA'],5377,ESPLANADE (WBTC BUS STAND) - ASANSOL,ACT12:UP,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,JOKA,True,Y,OTHER,['OTHER'],5768,HOWRAH STATION - JOKA,S117:DN,3,0,HOWRAH STATION
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,GARIAHAT TRAM DEPOT,True,Y,OTHER,['OTHER'],5352,BBD BAG - GARIAHAT TRAM DEPOT,RT25:DN,0,0,BBD BAG
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SLD GATE BUS STOP,True,Y,SALTLAKE,['SALTLAKE'],386,DUNLOP - SLD GATE BUS STOP,AC25:UP,3,0,DUNLOP
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,MILK COLONY ,True,Y,OTHER,['OTHER'],5257,SAKHER BAZAR - DATTA BAGAN,3D/1:UP,3,0,SAKHER BAZAR
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,OTHER,['OTHER'],5335,DIAMOND HARBOUR - ESPLANADE (WBTC BUS STAND),VS6:UP,3,0,DIAMOND HARBOUR
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,NAZRUL TIRTHA (NEW TOWN),True,Y,OTHER,['OTHER'],449,GARIA STATION - NAZRUL TIRTHA (NEW TOWN),AS3:DN,3,0,GARIA STATION
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,GANGA NAGAR (JULIEN DAY SCHOOL),True,Y,,['OTHER'],5950,HOWRAH STN.  -  GANGA  NAGAR,C42:UP,3,0,HOWRAH
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BEHALA AIRPORT,True,Y,TARATALA,['TARATALA'],54,HOWRAH STATION - BEHALA AIRPORT,S47A:DN,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BARASAT BUS STAND,True,Y,,['OTHER'],6299,KARUNAMOYEE - BARASAT,BFSP5:UP,3,0,KARUNAMOYEE (SALT LAKE)
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,,['OTHER'],5548,AKRA RABINDRANAGAR STAND - ESPLANADE (WBTC BUS STAND),12B:UP,3,0,AKRA RABINDRANAGAR STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,GARIA STATION,True,Y,OTHER,['OTHER'],5758,HOWRAH STATION - GARIA STATION,S112:DN,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,,['OTHER'],5728,KARUNAMOYEE (SALT LAKE) - HOWRAH STATION,S59:DN,3,0,KARUNAMOYEE (SALT LAKE)
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,DHOLA BUS STOP,True,Y,,['OTHER'],6252, ESPLANADE  -  DHOLA,ST29:DN,3,0,ESPLANADE (WBTC BUS STAND)
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,LOT 8 POINT,True,Y,,['OTHER'],6279,Kachubaria - Lot 8 (Kakdwip),MV01:UP,3,0,Kachubaria Ferry Ghat
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,TOLLYGUNGE (METRO),True,Y,,['OTHER'],6244, NEW TOWN - TOLLYGUNGE TRAM DEPOT  ,V9:DN,3,0,NAZRUL TIRTHA (NEW TOWN)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,NAGER BAZAR,True,Y,OTHER,['OTHER'],5572,BOSE PUKUR - NAGER BAZAR,3C/1:UP,3,0,BOSE PUKUR
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BARASAT BUS STAND,True,Y,BARASAT,['BARASAT'],5374,ASANSOL - BARASAT,ACT10:DN,3,0,ASANSOL (CHELIDANGA BUS STOP)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HARIDEVPUR,True,Y,SALTLAKE,['SALTLAKE'],356,NEWTOWN - HARIDEVPUR,S4B:DN,3,0,NEWTOWN
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,,['OTHER'],5994,ULUBERIA - RAJABAZAR (WBTC DEPOT),E27:DN,3,0,ULUBERIA BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,NAGER BAZAR,True,Y,OTHER,['OTHER'],6196,HOWRAH  FIRE STN. - NAGERBAZAR,219:UP,3,0,HOWRAH FIRE STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KALIKAPUR,True,Y,OTHER,['OTHER'],5599,KALINDI - KALIKAPUR,47B:DN,3,0,KALINDI
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BARABAZAR TRAM STOP,True,Y,OTHER,['OTHER'],5349,ULTADANGA - BARABAZAR TRAM STOP,RT18:UP,0,0,BIDHANNAGAR RLY STN
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,KARUNAMOYEE (SALT LAKE),True,Y,OTHER,['OTHER'],5339,SANTRAGACHI - KARUNAMOYEE (SALT LAKE),VS12:UP,3,0,SANTRAGACHI
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,NAZRUL TIRTHA (NEW TOWN),True,Y,OTHER,['OTHER'],448,EXIDE - NAZRUL TIRTHA (NEW TOWN),AS1:DN,3,0,EXIDE
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,BELGACHIA,['BELGACHIA'],5386,DIGHA - ESPLANADE (WBTC BUS STAND),ACT6:DN,3,0,NEW DIGHA CENTRAL BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,ARIADAHA,True,Y,OTHER,['OTHER'],5861,BABUGHAT / BAND STAND - ARIADAHA,S181:DN,3,0,BABUGHAT / BAND STAND
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,AIRPORT OLD BUS TERMINUS,True,Y,IBT,['OTHER'],5331,HOWRAH STATION - AIRPORT OLD BUS TERMINUS,VS2:UP,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BEHALA CHOWRASTHA,True,Y,LAKE,['LAKE'],347,JADAVPUR UNIVERSITY (8B BUS STAND) - BEHALA CHOWRASTHA,S31:UP,3,0,JADAVPUR UNIVERSITY (8B BUS STAND)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,NEW DIGHA CENTRAL BUS STAND,True,Y,,['OTHER'],5912,MADHYAMGRAM -  DIGHA  (VIA DUNLOP ),E55:UP,3,0,MADHYAMGRAM CHOWMATHA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BBD BAG (G.P.O.),True,Y,OTHER,['OTHER'],418,NABANNA (TOLL GATE) - BBD BAG (NS ROAD),NB2:DN,3,0,PTS
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,,False,Y,OTHER,['OTHER'],6198,BANTALA-JULIAN DAY SCHOOL GANGANAGAR,KB21:UP,3,0,
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,TOLLYGUNGE WBTC TRAM DEPOT,True,Y,TOLLYGUNGE,['TOLLYGUNGE'],5394,MADHYAMGRAM - TOLLYGUNGE (METRO),C14/1:DN,3,0,MADHYAMGRAM
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,GARIA,True,Y,,['OTHER'],5739,HOWRAH STATION - GARIA,NS6:DN,3,0,HOWRAH STATION
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BALLYGUNGE STATION,True,Y,,['OTHER'],6062,KHIDIRPUR (WBTC TRAM DEPOT) -BALLYGUNJ (WBTC TRAM TERMINUS) ,PSP12:UP,3,0,KHIDIRPUR TRAM DEPOT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BIDHANNAGAR RLY STN,True,Y,OTHER,['OTHER'],5243,ULTADANGA - ULTADANGA,S30A:CR,3,0,BIDHANNAGAR RLY STN
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,,False,Y,OTHER,['OTHER'],6204,CHETLA PARK-SUKHCHAR GIRJA,214A:UP,3,0,
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,,['OTHER'],6111,DHANIAKHALI - ESPLANADE,E39:DN,3,0,DHANIAKHALI BUS TERMINUS
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BABUGHAT / BAND STAND,True,Y,OTHER,['OTHER'],5838,HATIARA  BUS STAND - BABUGHAT / BAND STAND,S152:UP,3,0,HATIARA  BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,DAKGHAR,True,Y,OTHER,['OTHER'],5238,KARUNAMOYEE (SALT LAKE) - DAKGHAR,S22A:DN,3,0,KARUNAMOYEE (SALT LAKE)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,MILK COLONY ,True,Y,,['OTHER'],5962,SHAPOORJI  -   MILK COLONY,AC35:UP,3,0,SHAPOORJI
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,AIRPORT (GATE NO.1),True,Y,OTHER,['OTHER'],5588,ESPLANADE (WBTC BUS STAND) - AIRPORT (GATE NO.1),46:UP,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,CHETLA,True,Y,,['OTHER'],5729,KARUNAMOYEE (SALT LAKE) - CHETLA,S60:DN,3,0,KARUNAMOYEE (SALT LAKE)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,THAKURPUKUR (3A),True,Y,OTHER,['OTHER'],319,NABANNA (TOLL GATE) - THAKURPUKUR (3A),O12N:DN,3,0,PTS
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,AMTALA,True,Y,HOWRAH,['HOWRAH'],396,HOWRAH STATION - AMTALA,AC52:DN,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,OTHER,['OTHER'],5553,THAKDARI RD. (KESTOPUR) - HOWRAH STATION,12C/2:DN,3,0,THAKDARI RD. (KESTOPUR)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,DHULAGARH CROSSING BUS STOP,True,Y,OTHER,['OTHER'],102,RAJABAZAR - DHULAGORI,T1:UP,3,0,RAJA BAZAR TRAM DEPOT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH FIRE STATION,True,Y,OTHER,['OTHER'],5800,ANANDAPUR - HOWRAH FIRE STATION,S107:UP,3,0,ANANDAPUR
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,SARSUNA,True,Y,,['OTHER'],5559,ESPLANADE (WBTC BUS STAND) - SARSUNA,18:DN,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,,False,Y,OTHER,['OTHER'],6192,BARASAT-DAKSHINESWAR,DN9/1:DN,3,0,
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SLD GATE BUS STOP,True,Y,SALTLAKE,['SALTLAKE'],69,BALLY GHAT - SLD GATE BUS STOP,AC23A:UP,3,0,BALLY GHAT
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,,['OTHER'],6167, KAIJURI - ESPLANADE,D23:DN,3,0,KAIJURI BAZAR
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,GHOLA BAZAR,True,Y,,['OTHER'],5986,HOWRAH - GHOLA,C45:DN,3,0,HOWRAH
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,HOWRAH,['HOWRAH'],378,AIRPORT (GATE NO.1) - HOWRAH STATION,AC39:DN,3,0,AIRPORT (GATE NO.1)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,SURI BUS STAND,True,Y,,['OTHER'],5991,KOLKATA - SURI (BANGLASHREE EXPRESS),BE10:UP,3,0,ESPLANADE (WBTC BUS STAND)
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,NAKTALA,True,Y,,['OTHER'],5720,HOWRAH STATION - NAKTALA,112:DN,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KANKURGACHI,True,Y,OTHER,['OTHER'],10,SARSUNA COLLEGE - KANKURGACHI,M7D:UP,3,0,SARSUNA COLLEGE
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,DUMDUM RLY STN,True,Y,BELGACHIA,['BELGACHIA'],5419,DIGHA - DUM DUM,E19/D:DN,3,0,DIGHA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,RAJA BAZAR SCIENCE COLLEGE,True,Y,OTHER,['OTHER'],5810,THAKURPUKUR (3A) - RAJA BAZAR SCIENCE COLLEGE,S119:UP,3,0,THAKURPUKUR (3A)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,NEW DIGHA CENTRAL BUS STAND,True,Y,BARASAT,['BARASAT'],5414,BARASAT - DIGHA,E17/1:UP,3,0,BARASAT BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,MAHISBATHAN,True,Y,OTHER,['OTHER'],5683,DAKSHINESWAR - MAHISBATHAN,32A:DN,3,0,DAKSHINESWAR
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,DUM DUM CANTONMENT,True,Y,OTHER,['OTHER'],5662,BABUGHAT / BAND STAND - DUM DUM CANTONMENT,30D:UP,3,0,BABUGHAT / BAND STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SONARPUR STATION,True,Y,OTHER,['OTHER'],147,KOLKATA STATION - SONARPUR STATION,7:UP,3,0,KOLKATA STATION
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BELUR MATH FERRY GHAT,True,Y,,['OTHER'],6287,MA BHABATARINI FERRY GHAT - BELUR MATH FERRY GHAT,MV05:DN,3,0,MA BHABOTARINI FERRY GHAT (DAKSHINESHWAR)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BELGACHIA TRAM DEPOT,True,Y,,['OTHER'],5756,ESPLANADE (WBTC TRAM STAND) - BELGACHIA TRAM DEPOT,NS13:DN,3,0,ESPLANADE (WBTC TRAM STAND)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BADURIA BUS TERMINUS,True,Y,,['OTHER'],6067,ESPLANADE - BADURIA,D11:DN,3,0,ESPLANADE (WBTC BUS STAND)
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,PATULI,True,Y,OTHER,['OTHER'],5302,BANTALA (IT PARK) - PATULI,MW7C:DN,3,0,BANTALA (IT PARK)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,GAR BHAWANIPUR,True,Y,OTHER,['OTHER'],6084,ESPLANADE  - GARHBHAWANIPUR,E31:UP,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BARASAT (CHAPADALI),True,Y,OTHER,['OTHER'],113,HOWRAH STATION - BARASAT (CHAPADALI),AC2:UP,3,0,HOWRAH STATION
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BADURIA BUS TERMINUS,True,Y,BARASAT,['BARASAT'],5410,BARASAT - BADURIA BUS STOP,D8:UP,3,0,BARASAT BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KARUNAMOYEE (SALT LAKE),True,Y,OTHER,['OTHER'],5923,MAKHLA - SALT LAKE  (KARUNAMOYEE),C33:DN,3,0,MAKHLA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BALLYGUNGE STATION,True,Y,,['OTHER'],5971,RATHTALA  -  BALLYGUNGE,AC2B:DN,3,0,RATHTALA (BT ROAD)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,JALESHWAR SHIV MANDIR,True,Y,,['OTHER'],6136,ESPLANADE (WBTC BUS STAND) - JALESWAR VIA SECTOR V,D22A:DN,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BBD BAG,True,Y,OTHER,['OTHER'],5812,BEHALA CHOWRASTHA - BBD BAG,S120:UP,3,0,BEHALA CHOWRASTHA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,ALIPORE (LALBATI),True,Y,OTHER,['OTHER'],3871,RAJABAZAR - ALIPORE (LALBATI),204:DN,3,0,RAJABAZAR
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,OTHER,['OTHER'],111,BARRACKPORE - GHASHBAGAN,C28:UP,3,0,BARRACKPORE COURT
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,SHAPOORJI,True,Y,SLD,['SLD'],5325,ULTADANGA - SHAPOORJI,ST7:UP,3,0,BIDHANNAGAR RLY STN
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,ARIADAHA,True,Y,LAKE,['LAKE'],337,KUNDGHAT - ARIADAHA,S17A:UP,3,0,KUNDGHAT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,DAKSHINESWAR,True,Y,OTHER,['OTHER'],5472,HOWRAH STATION - DAKSHINESWAR,S34A:UP,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KAMALGAZI,True,Y,,['OTHER'],6296,KARUNAMOYEE - KAMALGAZI,BFSP2:DN,3,0,KARUNAMOYEE (SALT LAKE)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,TOLLYGUNGE (METRO),True,Y,OTHER,['OTHER'],5685,WATER TANK NO. 8 (SALT LAKE) - TOLLYGUNGE (METRO),41/1A:DN,3,0,WATER TANK NO. 8 (SALT LAKE)
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,,['OTHER'],6261, JAYNAGAR - ESPLANADE ,ST33:UP,3,0,JAYNAGAR
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH MAIDAN,True,Y,OTHER,['OTHER'],5236,AIRPORT (GATE NO.1) - HOWRAH MAIDAN,AC40:DN,3,0,AIRPORT (GATE NO.1)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,TAKI GOVERNMENT COLLEGE BUS STOP,True,Y,OTHER,['OTHER'],6088,PARKCIRCUS (WBTC TRAM DEPOT) - TAKI RAJBARI,E43:UP,3,0,PARK CIRCUS WBTC TRAM DEPOT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BIRATI,True,Y,OTHER,['OTHER'],106,TOLLYGUNGE (METRO) - BIRATI,M2:UP,3,0,TOLLYGUNGE (METRO)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,RAJABAZAR,True,Y,OTHER,['OTHER'],95,NABANNA (TOLL GATE) - RAJABAZAR,C1A:UP,3,0,PTS
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,AQUATICA,True,Y,SALTLAKE,['SALTLAKE'],365,DAKSHINESWAR - AQUATICA,S14C:DN,3,0,DAKSHINESWAR
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,ESPLANADE (WBTC BUS STAND),True,Y,OTHER,['OTHER'],4367,GADIARA - ESPLANADE (WBTC BUS STAND),E15:DN,3,0,GADIARA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,EDEN CITY,True,Y,TARATALA,['TARATALA'],43,HOWRAH STATION - EDEN CITY,S47:DN,3,0,HOWRAH STATION
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,KARUNAMOYEE (SALT LAKE),True,Y,OTHER,['OTHER'],5298,ESPLANADE (WBTC BUS STAND) - KARUNAMOYEE (SALT LAKE),VS14A:UP,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,LAKE TOWN (JESSORE ROAD),True,Y,OTHER,['OTHER'],5830,HOWRAH STATION - LAKE TOWN (JESSORE ROAD),S176:UP,3,0,HOWRAH STATION
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,RAJA BAZAR TRAM DEPOT,True,Y,,['OTHER'],6031,BHANGAR/KANTHALIA - RAJABAZAR,T5:DN,3,0,BHANGORE BAZAR
